Game Length,Player Movement,Die Rolls,Snakes and Ladders
41,"[0, 3, 6, 11, 14, 16, 20, 24, 27, 33, 39, 42, 46, 49, 55, 57, 58, 60, 19, 25, 31, 32, 34, 39, 42, 45, 48, 34, 39, 45, 49, 50, 52, 57, 60, 66, 69, 91, 94, 96, 99, 100]","[3, 3, 5, 3, 2, 4, 4, 3, 6, 6, 3, 4, 3, 6, 2, 1, 2, 2, 6, 6, 1, 2, 5, 3, 3, 3, 6, 5, 6, 4, 1, 2, 5, 3, 6, 3, 2, 3, 2, 3, 1]",S-62 S-54 L-71 
67,"[0, 5, 6, 8, 12, 7, 13, 7, 11, 12, 15, 42, 45, 49, 67, 70, 75, 79, 85, 91, 92, 96, 97, 3, 5, 31, 32, 33, 34, 36, 37, 41, 42, 46, 48, 52, 56, 60, 61, 65, 68, 72, 73, 79, 83, 85, 89, 90, 91, 97, 79, 81, 84, 90, 91, 92, 96, 38, 41, 47, 52, 58, 61, 66, 72, 73, 78, 100]","[5, 1, 2, 4, 5, 6, 4, 4, 1, 3, 6, 3, 4, 2, 3, 5, 4, 6, 6, 1, 4, 1, 6, 2, 4, 1, 1, 1, 2, 1, 4, 1, 4, 2, 4, 4, 4, 1, 4, 3, 4, 1, 6, 4, 2, 4, 1, 1, 6, 1, 2, 3, 6, 1, 1, 4, 5, 3, 6, 5, 6, 3, 5, 6, 1, 5, 2]",S-17 S-17 L-21 L-51 L-9 S-98 L-1 L-80 
32,"[0, 38, 43, 46, 52, 58, 60, 61, 66, 72, 75, 76, 82, 83, 85, 91, 92, 94, 75, 79, 84, 89, 91, 94, 96, 79, 84, 86, 89, 92, 75, 79, 100]","[1, 5, 3, 6, 6, 2, 1, 5, 6, 3, 1, 6, 1, 2, 6, 1, 2, 1, 4, 5, 5, 2, 3, 2, 2, 5, 2, 3, 3, 3, 4, 1]",L-1 S-95 S-98 S-95 L-80 
8,"[0, 14, 16, 20, 25, 84, 88, 94, 100]","[4, 2, 4, 5, 3, 4, 6, 6]",L-4 L-28 
62,"[0, 5, 8, 11, 14, 20, 25, 26, 30, 36, 39, 41, 43, 48, 49, 67, 69, 72, 74, 77, 81, 83, 24, 30, 32, 36, 40, 44, 45, 46, 48, 49, 55, 61, 63, 67, 69, 74, 75, 76, 78, 82, 88, 90, 92, 73, 74, 77, 83, 86, 89, 91, 73, 78, 84, 24, 84, 85, 88, 89, 92, 75, 100]","[5, 3, 3, 3, 6, 5, 1, 4, 6, 3, 2, 2, 5, 1, 2, 2, 3, 2, 3, 4, 2, 4, 6, 2, 4, 4, 4, 1, 1, 2, 1, 6, 6, 2, 4, 2, 5, 1, 1, 2, 4, 6, 2, 2, 1, 1, 3, 6, 3, 3, 2, 2, 5, 6, 3, 4, 1, 3, 1, 3, 3, 5]",L-51 S-87 S-93 S-93 S-87 L-28 S-95 L-80 
29,"[0, 5, 10, 11, 12, 16, 7, 10, 11, 14, 7, 31, 36, 40, 41, 47, 53, 56, 59, 63, 67, 70, 75, 77, 81, 85, 88, 94, 79, 100]","[5, 5, 1, 1, 4, 1, 3, 1, 3, 3, 2, 5, 4, 1, 6, 6, 3, 3, 4, 4, 3, 5, 2, 4, 4, 3, 6, 4, 1]",S-17 S-17 L-9 S-98 L-80 
27,"[0, 6, 8, 31, 34, 37, 38, 40, 42, 46, 48, 50, 67, 91, 96, 79, 85, 89, 91, 73, 79, 82, 84, 90, 92, 75, 79, 100]","[6, 2, 1, 3, 3, 1, 2, 2, 4, 2, 2, 1, 4, 5, 2, 6, 4, 2, 2, 6, 3, 2, 6, 2, 3, 4, 1]",L-9 L-51 L-71 S-98 S-93 S-95 L-80 
45,"[0, 6, 11, 14, 18, 19, 23, 24, 27, 31, 37, 40, 44, 47, 50, 56, 19, 23, 29, 32, 37, 41, 45, 50, 53, 57, 19, 23, 27, 84, 86, 89, 90, 94, 99, 2, 8, 31, 33, 36, 41, 46, 67, 72, 78, 100]","[6, 5, 3, 4, 1, 4, 1, 3, 4, 6, 3, 4, 3, 3, 6, 6, 4, 6, 3, 5, 4, 4, 5, 3, 4, 5, 4, 4, 1, 2, 3, 1, 4, 5, 3, 6, 1, 2, 3, 5, 5, 5, 5, 6, 2]",S-62 S-62 L-28 L-9 L-51 L-80 
39,"[0, 14, 7, 8, 13, 19, 42, 48, 53, 56, 59, 61, 63, 67, 69, 73, 78, 81, 86, 24, 29, 30, 36, 41, 44, 45, 47, 52, 58, 19, 25, 31, 34, 35, 41, 46, 67, 72, 74, 100]","[4, 3, 1, 5, 6, 2, 6, 5, 3, 3, 2, 2, 4, 2, 4, 5, 3, 5, 1, 5, 1, 6, 5, 3, 1, 2, 5, 6, 4, 6, 6, 3, 1, 6, 5, 5, 5, 2, 6]",L-4 S-17 L-21 S-87 S-62 L-51 L-80 
46,"[0, 3, 8, 12, 15, 19, 24, 27, 32, 38, 40, 45, 50, 56, 59, 65, 68, 70, 75, 78, 82, 24, 25, 30, 33, 39, 40, 43, 44, 50, 56, 19, 22, 25, 29, 33, 36, 39, 44, 47, 53, 59, 63, 68, 91, 96, 100]","[3, 5, 4, 3, 4, 5, 3, 5, 6, 2, 5, 5, 6, 3, 6, 3, 2, 5, 3, 4, 5, 1, 5, 3, 6, 1, 3, 1, 6, 6, 6, 3, 3, 4, 4, 3, 3, 5, 3, 6, 6, 4, 5, 3, 5, 4]",S-87 S-62 L-71 
34,"[0, 5, 7, 13, 18, 20, 24, 84, 86, 91, 94, 75, 79, 81, 83, 89, 90, 94, 99, 38, 41, 46, 52, 53, 57, 63, 65, 70, 72, 78, 83, 89, 94, 96, 100]","[5, 2, 6, 5, 2, 4, 4, 2, 5, 3, 1, 4, 2, 2, 6, 1, 4, 5, 2, 3, 5, 6, 1, 4, 6, 2, 5, 2, 6, 5, 6, 5, 2, 4]",L-28 S-95 L-1 
63,"[0, 6, 8, 14, 16, 20, 42, 46, 50, 53, 34, 37, 41, 44, 45, 50, 34, 38, 40, 45, 46, 48, 49, 55, 57, 60, 60, 60, 65, 67, 68, 74, 75, 79, 84, 85, 86, 24, 30, 33, 36, 41, 44, 49, 50, 34, 40, 46, 48, 34, 39, 41, 43, 45, 67, 72, 77, 81, 84, 86, 90, 96, 79, 100]","[6, 2, 6, 2, 4, 1, 4, 4, 3, 1, 3, 4, 3, 1, 5, 4, 4, 2, 5, 1, 2, 1, 6, 2, 3, 4, 4, 5, 2, 1, 6, 1, 4, 5, 1, 1, 1, 6, 3, 3, 5, 3, 5, 1, 4, 6, 6, 2, 6, 5, 2, 2, 2, 6, 5, 5, 4, 3, 2, 4, 6, 2, 1]",L-21 S-54 S-54 S-64 S-64 S-87 S-54 S-54 L-51 S-98 L-80 
23,"[0, 6, 8, 14, 15, 18, 24, 27, 32, 34, 39, 41, 44, 47, 48, 52, 55, 58, 63, 65, 70, 74, 76, 100]","[6, 2, 6, 1, 3, 6, 3, 5, 2, 5, 2, 3, 3, 1, 4, 3, 3, 5, 2, 5, 4, 2, 4]",L-80 
117,"[0, 2, 6, 7, 13, 14, 19, 25, 29, 31, 34, 35, 40, 46, 67, 91, 97, 3, 14, 7, 13, 16, 7, 13, 14, 18, 23, 25, 29, 34, 40, 45, 67, 70, 72, 78, 84, 88, 73, 77, 81, 24, 25, 26, 29, 35, 39, 43, 47, 50, 55, 60, 61, 60, 19, 25, 27, 29, 34, 40, 41, 44, 49, 50, 52, 53, 55, 61, 63, 65, 70, 74, 79, 84, 86, 88, 92, 75, 78, 79, 82, 84, 86, 91, 73, 75, 78, 83, 24, 84, 24, 26, 30, 32, 38, 39, 43, 44, 48, 67, 72, 78, 84, 88, 92, 73, 76, 79, 81, 84, 86, 91, 75, 79, 82, 88, 94, 100]","[2, 4, 1, 6, 1, 5, 6, 4, 2, 3, 1, 5, 6, 5, 4, 6, 6, 1, 3, 6, 3, 1, 6, 1, 4, 5, 2, 4, 5, 6, 5, 6, 3, 2, 6, 6, 4, 5, 4, 4, 6, 1, 1, 3, 6, 4, 4, 4, 3, 5, 5, 1, 3, 2, 6, 2, 2, 5, 6, 1, 3, 5, 1, 2, 1, 2, 6, 2, 2, 5, 4, 5, 5, 2, 2, 4, 3, 3, 1, 3, 2, 2, 5, 2, 2, 3, 5, 4, 4, 3, 2, 4, 2, 6, 1, 4, 1, 4, 3, 5, 6, 6, 4, 4, 1, 3, 3, 2, 3, 2, 5, 4, 4, 3, 6, 6, 6]",L-51 L-71 L-4 S-17 S-17 L-51 S-93 S-87 S-64 S-62 S-95 S-93 S-87 L-28 S-87 L-51 S-93 S-95 
10,"[0, 14, 15, 16, 19, 23, 84, 90, 73, 74, 100]","[4, 1, 1, 3, 4, 5, 6, 3, 1, 6]",L-4 L-28 S-93 L-80 
24,"[0, 14, 19, 23, 25, 29, 33, 34, 35, 37, 42, 44, 45, 48, 52, 58, 63, 69, 73, 78, 83, 85, 89, 94, 100]","[4, 5, 4, 2, 4, 4, 1, 1, 2, 5, 2, 1, 3, 4, 6, 5, 6, 4, 5, 5, 2, 4, 5, 6]",L-4 
39,"[0, 2, 7, 10, 12, 7, 12, 14, 7, 8, 14, 15, 19, 42, 47, 52, 57, 60, 61, 63, 60, 19, 20, 22, 25, 30, 35, 41, 42, 45, 50, 67, 69, 73, 78, 81, 84, 89, 94, 100]","[2, 5, 3, 2, 5, 5, 2, 3, 1, 6, 1, 4, 2, 5, 5, 5, 3, 1, 2, 1, 2, 1, 2, 3, 5, 5, 6, 1, 3, 5, 1, 2, 4, 5, 3, 3, 5, 5, 6]",S-17 S-17 L-21 S-64 S-62 L-51 
34,"[0, 2, 7, 11, 12, 16, 18, 19, 20, 23, 24, 30, 35, 41, 44, 46, 48, 34, 38, 43, 48, 50, 52, 34, 35, 39, 40, 45, 46, 67, 91, 94, 75, 76, 100]","[2, 5, 4, 1, 4, 2, 1, 1, 3, 1, 6, 5, 6, 3, 2, 2, 6, 4, 5, 5, 2, 2, 2, 1, 4, 1, 5, 1, 5, 4, 3, 1, 1, 4]",S-54 S-54 L-51 L-71 S-95 L-80 
93,"[0, 38, 42, 44, 45, 46, 52, 58, 59, 61, 67, 91, 75, 77, 81, 24, 25, 29, 31, 36, 39, 43, 49, 53, 55, 60, 19, 24, 27, 32, 38, 40, 43, 45, 48, 49, 53, 34, 40, 42, 47, 52, 53, 58, 59, 65, 66, 91, 94, 75, 81, 24, 27, 29, 30, 35, 40, 42, 47, 49, 53, 55, 57, 19, 24, 27, 31, 37, 40, 43, 45, 47, 52, 58, 61, 60, 65, 67, 70, 73, 78, 79, 82, 85, 90, 96, 79, 81, 85, 88, 89, 75, 78, 100]","[1, 4, 2, 1, 1, 6, 6, 1, 2, 6, 4, 4, 2, 4, 6, 1, 4, 2, 5, 3, 4, 6, 4, 2, 5, 2, 5, 3, 5, 6, 2, 3, 2, 3, 1, 4, 1, 6, 2, 5, 5, 1, 5, 1, 6, 1, 5, 3, 1, 6, 6, 3, 2, 1, 5, 5, 2, 5, 2, 4, 2, 2, 5, 5, 3, 4, 6, 3, 3, 2, 2, 5, 6, 3, 3, 5, 2, 3, 3, 5, 1, 3, 3, 5, 6, 2, 2, 4, 3, 1, 6, 3, 2]",L-1 L-71 S-95 S-87 S-62 S-54 L-71 S-95 S-87 S-62 S-64 S-98 S-95 L-80 
27,"[0, 14, 20, 26, 32, 36, 39, 43, 49, 52, 57, 61, 19, 24, 84, 85, 90, 73, 76, 77, 83, 86, 89, 91, 92, 73, 79, 100]","[4, 6, 6, 6, 4, 3, 4, 6, 3, 5, 4, 1, 5, 4, 1, 5, 3, 3, 1, 6, 3, 3, 2, 1, 1, 6, 1]",L-4 S-62 L-28 S-93 S-93 L-80 
42,"[0, 2, 5, 31, 33, 38, 43, 44, 49, 50, 56, 59, 65, 67, 73, 79, 82, 86, 92, 79, 84, 85, 90, 91, 97, 99, 2, 8, 11, 15, 18, 20, 42, 48, 52, 55, 61, 66, 69, 72, 77, 78, 100]","[2, 3, 4, 2, 5, 5, 1, 5, 1, 6, 3, 6, 2, 6, 6, 3, 4, 6, 6, 5, 1, 5, 1, 6, 2, 3, 6, 3, 4, 3, 2, 1, 6, 4, 3, 6, 5, 3, 3, 5, 1, 2]",L-9 S-98 L-21 L-80 
130,"[0, 38, 40, 45, 50, 52, 58, 59, 61, 67, 73, 74, 79, 82, 83, 86, 90, 92, 75, 76, 81, 85, 24, 27, 29, 30, 31, 37, 38, 43, 47, 52, 34, 39, 41, 46, 52, 57, 59, 60, 63, 60, 60, 19, 20, 24, 29, 33, 35, 37, 43, 47, 48, 67, 68, 73, 79, 85, 86, 92, 96, 99, 3, 7, 8, 11, 7, 12, 7, 12, 18, 23, 29, 32, 38, 41, 45, 50, 67, 91, 96, 2, 14, 18, 24, 29, 34, 36, 38, 41, 42, 48, 67, 73, 74, 79, 83, 85, 88, 89, 73, 78, 84, 90, 91, 94, 99, 5, 11, 12, 14, 20, 23, 27, 84, 89, 73, 78, 83, 86, 24, 26, 27, 84, 85, 88, 91, 92, 94, 75, 100]","[1, 2, 5, 5, 2, 6, 1, 2, 6, 6, 1, 5, 3, 1, 3, 4, 2, 3, 1, 5, 4, 2, 3, 2, 1, 1, 6, 1, 5, 4, 5, 2, 5, 2, 5, 6, 5, 2, 5, 3, 1, 4, 2, 1, 4, 5, 4, 2, 2, 6, 4, 1, 3, 1, 5, 6, 6, 1, 6, 4, 3, 4, 4, 1, 3, 6, 5, 5, 5, 6, 5, 6, 3, 6, 3, 4, 5, 1, 4, 5, 6, 2, 4, 6, 5, 5, 2, 2, 3, 1, 6, 3, 6, 1, 5, 4, 2, 3, 1, 4, 5, 6, 6, 1, 3, 5, 6, 6, 1, 2, 6, 3, 4, 1, 5, 4, 5, 5, 3, 1, 2, 1, 1, 1, 3, 3, 1, 2, 1, 5]",L-1 S-95 S-87 S-54 S-64 S-64 S-64 S-62 L-51 S-17 S-17 L-51 L-71 L-4 L-51 S-93 L-28 S-93 S-87 L-28 S-95 L-80 
55,"[0, 14, 19, 42, 47, 53, 55, 58, 63, 60, 65, 67, 70, 75, 81, 82, 88, 92, 96, 97, 79, 81, 84, 88, 73, 78, 81, 85, 88, 92, 97, 2, 7, 12, 7, 13, 7, 13, 14, 18, 22, 24, 29, 30, 35, 41, 45, 49, 53, 55, 57, 59, 65, 91, 97, 100]","[4, 5, 2, 5, 6, 2, 3, 5, 1, 5, 2, 3, 5, 6, 1, 6, 4, 4, 1, 1, 2, 3, 4, 5, 5, 3, 4, 3, 4, 5, 5, 5, 5, 5, 6, 4, 6, 1, 4, 4, 2, 5, 1, 5, 6, 4, 4, 4, 2, 2, 2, 6, 6, 6, 3]",L-4 L-21 S-64 S-98 S-93 S-17 S-17 L-71 
114,"[0, 2, 8, 13, 15, 7, 13, 19, 25, 29, 32, 36, 40, 41, 42, 43, 48, 53, 57, 60, 63, 66, 91, 96, 79, 84, 89, 92, 75, 81, 83, 86, 88, 89, 75, 81, 86, 90, 96, 38, 44, 48, 49, 50, 53, 58, 63, 69, 70, 74, 76, 79, 83, 24, 29, 35, 38, 42, 46, 48, 50, 55, 56, 58, 63, 60, 19, 25, 31, 32, 35, 36, 38, 42, 43, 44, 48, 49, 34, 37, 42, 45, 46, 49, 52, 58, 60, 65, 68, 70, 76, 81, 85, 24, 30, 33, 36, 40, 42, 45, 50, 34, 37, 41, 45, 67, 73, 79, 83, 85, 89, 90, 94, 79, 100]","[2, 6, 5, 2, 2, 6, 6, 6, 4, 3, 4, 4, 1, 1, 1, 5, 5, 4, 3, 3, 3, 5, 5, 2, 5, 5, 3, 3, 6, 2, 3, 2, 1, 6, 6, 5, 4, 6, 5, 6, 4, 1, 1, 3, 5, 5, 6, 1, 4, 2, 3, 4, 4, 5, 6, 3, 4, 4, 2, 2, 5, 1, 2, 5, 1, 2, 6, 6, 1, 3, 1, 2, 4, 1, 1, 4, 1, 5, 3, 5, 3, 1, 3, 3, 6, 6, 5, 3, 2, 6, 5, 4, 2, 6, 3, 3, 4, 2, 3, 5, 4, 3, 4, 4, 6, 6, 6, 4, 2, 4, 1, 4, 4, 1]",S-17 L-71 S-98 S-95 S-95 L-1 S-87 S-64 S-62 S-54 S-64 S-87 S-54 L-51 S-98 L-80 
48,"[0, 3, 14, 16, 18, 22, 25, 30, 36, 39, 42, 45, 46, 47, 50, 34, 35, 38, 43, 45, 67, 72, 74, 76, 82, 86, 91, 97, 2, 7, 10, 14, 16, 20, 24, 29, 34, 38, 43, 45, 67, 73, 76, 82, 85, 90, 94, 79, 100]","[3, 1, 2, 2, 4, 3, 5, 6, 3, 3, 3, 1, 1, 3, 4, 1, 3, 5, 2, 6, 5, 2, 2, 6, 4, 5, 6, 5, 5, 3, 4, 2, 4, 4, 5, 5, 4, 5, 2, 6, 6, 3, 6, 3, 5, 4, 4, 1]",L-4 S-54 L-51 L-51 S-98 L-80 
97,"[0, 6, 10, 12, 13, 19, 24, 27, 84, 88, 73, 76, 82, 88, 73, 78, 83, 84, 89, 91, 92, 79, 84, 88, 90, 96, 99, 3, 5, 6, 8, 13, 15, 42, 48, 50, 55, 58, 59, 65, 66, 67, 72, 78, 84, 90, 92, 96, 99, 14, 15, 20, 23, 24, 30, 33, 38, 44, 48, 52, 34, 36, 38, 42, 48, 53, 55, 59, 19, 23, 24, 84, 89, 90, 94, 75, 78, 79, 85, 24, 29, 32, 36, 38, 41, 45, 49, 67, 91, 75, 77, 82, 84, 86, 90, 96, 97, 100]","[6, 4, 2, 1, 6, 5, 3, 1, 4, 5, 3, 6, 6, 5, 5, 5, 1, 5, 2, 1, 6, 5, 4, 2, 6, 3, 4, 2, 1, 2, 5, 2, 6, 6, 2, 5, 3, 1, 6, 1, 1, 5, 6, 6, 6, 2, 4, 3, 5, 1, 5, 3, 1, 6, 3, 5, 6, 4, 4, 2, 2, 2, 4, 6, 5, 2, 4, 3, 4, 1, 4, 5, 1, 4, 1, 3, 1, 6, 2, 5, 3, 4, 2, 3, 4, 4, 2, 4, 4, 2, 5, 2, 2, 4, 6, 1, 3]",L-28 S-93 S-93 S-98 L-21 L-4 S-54 S-62 L-28 S-95 S-87 L-51 L-71 S-95 
41,"[0, 5, 31, 33, 34, 38, 39, 44, 49, 67, 73, 77, 79, 81, 24, 25, 30, 34, 36, 37, 38, 41, 44, 45, 47, 52, 34, 39, 41, 43, 48, 52, 53, 56, 57, 19, 22, 84, 86, 90, 96, 100]","[5, 4, 2, 1, 4, 1, 5, 5, 2, 6, 4, 2, 2, 6, 1, 5, 4, 2, 1, 1, 3, 3, 1, 2, 5, 2, 5, 2, 2, 5, 4, 1, 3, 1, 5, 3, 6, 2, 4, 6, 4]",L-9 L-51 S-87 S-54 S-62 L-28 
21,"[0, 3, 6, 31, 32, 37, 43, 47, 52, 58, 61, 67, 70, 72, 78, 84, 86, 88, 91, 94, 75, 100]","[3, 3, 3, 1, 5, 6, 4, 5, 6, 3, 6, 3, 2, 6, 6, 2, 2, 3, 3, 1, 5]",L-9 S-95 L-80 
17,"[0, 6, 12, 16, 42, 43, 49, 50, 53, 34, 38, 41, 44, 45, 67, 70, 74, 100]","[6, 6, 4, 5, 1, 6, 1, 3, 1, 4, 3, 3, 1, 6, 3, 4, 6]",L-21 S-54 L-51 L-80 
24,"[0, 38, 44, 49, 34, 38, 40, 44, 48, 52, 58, 60, 63, 66, 91, 75, 77, 78, 81, 84, 90, 73, 77, 78, 100]","[1, 6, 5, 5, 4, 2, 4, 4, 4, 6, 6, 3, 3, 5, 4, 2, 1, 3, 3, 6, 3, 4, 1, 2]",L-1 S-54 S-64 L-71 S-95 S-93 L-80 
24,"[0, 14, 16, 22, 24, 25, 26, 27, 29, 35, 36, 42, 44, 47, 50, 56, 58, 19, 23, 84, 90, 91, 94, 99, 100]","[4, 2, 6, 2, 1, 1, 1, 2, 6, 1, 6, 2, 3, 3, 6, 2, 4, 4, 5, 6, 1, 3, 5, 1]",L-4 S-62 L-28 
56,"[0, 6, 31, 33, 36, 40, 46, 50, 52, 55, 60, 63, 65, 68, 91, 94, 79, 81, 85, 89, 90, 96, 79, 84, 88, 89, 91, 75, 77, 79, 81, 82, 85, 86, 89, 90, 96, 38, 39, 40, 42, 46, 47, 49, 55, 56, 60, 66, 72, 74, 79, 82, 86, 92, 94, 75, 100]","[6, 3, 2, 3, 4, 6, 4, 2, 3, 5, 3, 2, 3, 3, 3, 4, 2, 4, 4, 1, 6, 2, 5, 4, 1, 2, 4, 2, 2, 2, 1, 3, 1, 3, 1, 6, 5, 1, 1, 2, 4, 1, 2, 6, 1, 4, 6, 6, 2, 5, 3, 4, 6, 2, 1, 5]",L-9 L-71 S-98 S-98 S-95 L-1 S-95 L-80 
23,"[0, 3, 5, 11, 16, 7, 10, 13, 19, 20, 24, 84, 88, 73, 76, 77, 82, 84, 86, 88, 89, 92, 75, 100]","[3, 2, 6, 5, 1, 3, 3, 6, 1, 4, 4, 4, 5, 3, 1, 5, 2, 2, 2, 1, 3, 3, 5]",S-17 L-28 S-93 S-95 L-80 
28,"[0, 6, 10, 15, 20, 25, 27, 33, 39, 45, 49, 34, 35, 41, 46, 67, 69, 91, 92, 73, 76, 79, 82, 84, 86, 92, 73, 79, 100]","[6, 4, 5, 5, 5, 2, 6, 6, 6, 4, 5, 1, 6, 5, 5, 2, 2, 1, 1, 3, 3, 3, 2, 2, 6, 1, 6, 1]",S-54 L-51 L-71 S-93 S-93 L-80 
58,"[0, 6, 8, 10, 14, 20, 24, 25, 30, 33, 37, 39, 40, 43, 49, 50, 67, 68, 73, 79, 84, 86, 24, 84, 90, 92, 96, 38, 43, 46, 47, 49, 67, 68, 91, 97, 99, 5, 7, 13, 15, 20, 26, 29, 34, 37, 41, 42, 44, 47, 52, 57, 59, 60, 63, 69, 73, 76, 100]","[6, 2, 2, 4, 6, 4, 1, 5, 3, 4, 2, 1, 3, 6, 1, 1, 1, 5, 6, 5, 2, 1, 4, 6, 2, 4, 5, 5, 3, 1, 2, 2, 1, 3, 6, 2, 6, 2, 6, 2, 5, 6, 3, 5, 3, 4, 1, 2, 3, 5, 5, 2, 5, 3, 6, 4, 3, 4]",L-51 S-87 L-28 L-1 L-51 L-71 S-64 L-80 
62,"[0, 14, 19, 23, 25, 31, 35, 41, 44, 50, 55, 57, 63, 66, 91, 75, 76, 82, 85, 24, 26, 84, 89, 94, 75, 77, 81, 84, 24, 26, 29, 31, 35, 36, 39, 41, 47, 50, 34, 38, 42, 45, 48, 52, 34, 35, 40, 42, 48, 67, 73, 76, 82, 24, 84, 88, 94, 79, 84, 89, 75, 76, 100]","[4, 5, 4, 2, 6, 4, 6, 3, 6, 5, 2, 6, 3, 5, 4, 1, 6, 3, 2, 2, 2, 5, 5, 1, 2, 4, 3, 3, 2, 3, 2, 4, 1, 3, 2, 6, 3, 4, 4, 4, 3, 3, 4, 2, 1, 5, 2, 6, 3, 6, 3, 6, 5, 4, 4, 6, 4, 5, 5, 6, 1, 4]",L-4 L-71 S-95 S-87 L-28 S-95 S-87 S-54 S-54 L-51 S-87 L-28 S-98 S-95 L-80 
19,"[0, 5, 31, 34, 39, 45, 48, 53, 57, 61, 67, 72, 76, 82, 84, 85, 86, 91, 97, 100]","[5, 4, 3, 5, 6, 3, 5, 4, 4, 6, 5, 4, 6, 2, 1, 1, 5, 6, 3]",L-9 
19,"[0, 6, 11, 14, 15, 42, 44, 46, 48, 49, 67, 69, 70, 75, 79, 82, 85, 91, 97, 100]","[6, 5, 3, 1, 6, 2, 2, 2, 1, 2, 2, 1, 5, 4, 3, 3, 6, 6, 3]",L-21 L-51 
50,"[0, 6, 7, 10, 14, 19, 25, 31, 32, 34, 37, 39, 43, 45, 50, 67, 70, 74, 75, 79, 82, 24, 25, 29, 35, 39, 43, 48, 52, 55, 57, 60, 19, 25, 27, 31, 37, 40, 44, 47, 52, 55, 59, 61, 67, 73, 74, 75, 76, 79, 100]","[6, 1, 3, 4, 5, 6, 6, 1, 2, 3, 2, 4, 2, 5, 1, 3, 4, 1, 4, 3, 5, 1, 4, 6, 4, 4, 5, 4, 3, 2, 3, 2, 6, 2, 4, 6, 3, 4, 3, 5, 3, 4, 2, 6, 6, 1, 1, 1, 3, 1]",L-51 S-87 S-62 L-80 
16,"[0, 2, 14, 20, 26, 84, 24, 29, 31, 33, 39, 45, 49, 67, 72, 77, 100]","[2, 2, 6, 6, 2, 3, 5, 2, 2, 6, 6, 4, 2, 5, 5, 3]",L-4 L-28 S-87 L-51 L-80 
11,"[0, 2, 6, 8, 13, 19, 25, 84, 90, 73, 76, 100]","[2, 4, 2, 5, 6, 6, 3, 6, 3, 3, 4]",L-28 S-93 L-80 
24,"[0, 6, 12, 15, 18, 42, 47, 52, 55, 58, 60, 63, 65, 66, 68, 72, 75, 81, 86, 88, 90, 91, 75, 78, 100]","[6, 6, 3, 3, 3, 5, 5, 3, 3, 6, 3, 2, 1, 2, 4, 3, 6, 5, 2, 2, 1, 4, 3, 2]",L-21 S-64 S-95 L-80 
75,"[0, 14, 20, 42, 46, 47, 53, 59, 63, 65, 67, 91, 96, 38, 41, 45, 48, 67, 69, 91, 97, 99, 38, 43, 47, 48, 53, 57, 59, 61, 60, 61, 63, 69, 73, 76, 81, 86, 89, 94, 75, 78, 84, 89, 75, 78, 79, 81, 85, 88, 73, 76, 81, 24, 29, 32, 37, 41, 47, 53, 56, 58, 60, 65, 66, 91, 92, 79, 85, 90, 73, 79, 83, 89, 75, 100]","[4, 6, 1, 4, 1, 6, 6, 4, 2, 2, 4, 5, 5, 3, 4, 3, 3, 2, 2, 6, 2, 2, 5, 4, 1, 5, 4, 2, 2, 3, 1, 2, 6, 4, 3, 5, 5, 3, 5, 1, 3, 6, 5, 6, 3, 1, 2, 4, 3, 5, 3, 5, 6, 5, 3, 5, 4, 6, 6, 3, 2, 6, 5, 1, 5, 1, 6, 6, 5, 3, 6, 4, 6, 6, 5]",L-4 L-21 L-71 L-1 L-51 L-71 L-1 S-64 S-95 S-95 S-93 S-87 S-64 L-71 S-98 S-93 S-95 L-80 
53,"[0, 38, 42, 48, 52, 53, 59, 19, 24, 84, 86, 92, 97, 2, 14, 16, 42, 47, 52, 55, 56, 59, 61, 63, 66, 70, 73, 79, 84, 24, 30, 33, 38, 40, 42, 44, 48, 34, 38, 40, 42, 44, 45, 46, 52, 53, 56, 59, 61, 63, 69, 72, 77, 100]","[1, 4, 6, 4, 1, 6, 3, 5, 4, 2, 6, 5, 5, 2, 2, 5, 5, 5, 3, 1, 3, 2, 2, 3, 4, 3, 6, 5, 3, 6, 3, 5, 2, 2, 2, 4, 6, 4, 2, 2, 2, 1, 1, 6, 1, 3, 3, 2, 2, 6, 3, 5, 3]",L-1 S-62 L-28 L-4 L-21 S-87 S-54 L-80 
45,"[0, 6, 11, 14, 16, 22, 23, 24, 26, 30, 35, 37, 40, 45, 50, 53, 59, 61, 63, 60, 60, 65, 91, 96, 2, 6, 12, 15, 19, 20, 25, 30, 33, 35, 40, 45, 67, 72, 74, 78, 84, 88, 90, 94, 96, 100]","[6, 5, 3, 2, 6, 1, 1, 2, 4, 5, 2, 3, 5, 5, 3, 6, 2, 2, 1, 4, 5, 6, 5, 6, 4, 6, 3, 4, 1, 5, 5, 3, 2, 5, 5, 6, 5, 2, 4, 6, 4, 2, 4, 2, 4]",S-64 S-64 L-71 L-51 
25,"[0, 6, 31, 34, 39, 41, 45, 48, 53, 57, 19, 42, 48, 49, 67, 70, 91, 73, 77, 78, 84, 90, 92, 97, 99, 100]","[6, 3, 3, 5, 2, 4, 3, 5, 4, 5, 2, 6, 1, 2, 3, 1, 2, 4, 1, 6, 6, 2, 5, 2, 1]",L-9 S-62 L-21 L-51 L-71 S-93 
